customer_id,age,gender,region,annual_income,monthly_spend,loyalty_points,purchases_per_month,avg_session_duration_min,days_since_last_purchase,return_rate_pct,customer_satisfaction_score,membership_tier,primary_category,device_preference,cluster_label
CUST017482,53,Male,South,10000.0,623.46,69414,4.0,44.5,77,5.5,4.7,Gold,Home & Garden,Mobile,2
CUST017483,21,Female,North,10000.0,751.64,35351,2.4,10.4,39,5.19,3.0,Bronze,Home & Garden,Mobile,0
CUST017484,39,Female,East,10751.19,787.4,40701,4.9,25.8,30,4.15,3.6,Silver,Fashion,Mobile,2
CUST017485,20,Male,East,10000.0,558.53,26975,2.0,18.4,9,5.18,2.9,Bronze,Home & Garden,Desktop,0
CUST017486,26,Female,East,63277.63,4260.65,98785,26.3,80.7,36,4.75,3.0,Platinum,Luxury,Desktop,3
CUST017487,18,Male,South,10000.0,662.67,25346,1.4,11.5,64,4.2,3.4,Bronze,Fashion,Desktop,0
CUST017488,22,Male,South,10000.0,499.36,28280,1.4,17.5,10,5.48,4.1,Bronze,Luxury,Mobile,0
CUST017489,18,Female,South,49909.14,2002.71,113740,11.7,58.4,16,2.27,3.1,Silver,Sports,Desktop,1
CUST017490,53,Female,West,10000.0,618.18,72445,5.4,49.2,55,4.42,4.5,Silver,Home & Garden,Desktop,2
CUST017491,48,Male,East,10000.0,322.99,26160,1.3,10.7,44,3.42,3.7,Bronze,Electronics,Desktop,4
CUST017492,38,Female,South,10000.0,303.11,15803,1.0,11.9,48,4.46,4.7,Silver,Electronics,Desktop,4
CUST017493,47,Male,West,10000.0,144.5,20184,1.0,8.6,63,2.67,4.4,Bronze,Electronics,Desktop,4
CUST017494,40,Male,South,10000.0,290.31,29033,1.0,6.4,34,2.78,4.8,Bronze,Electronics,Desktop,4
CUST017495,50,Female,East,10000.0,326.35,22126,1.0,10.8,20,0.13,4.7,Bronze,Electronics,Desktop,4
CUST017496,19,Female,West,72658.5,3901.46,90939,19.9,78.7,36,4.41,4.7,Silver,Luxury,Mobile,3
CUST017497,39,Male,West,42970.19,2991.33,63275,8.1,64.6,6,3.34,3.4,Silver,Sports,Mobile,1
CUST017498,23,Male,South,10000.0,429.12,29101,1.8,14.6,34,4.72,2.5,Bronze,Luxury,Mobile,0
CUST017499,55,Male,East,10000.0,637.81,55549,5.4,39.9,51,3.92,3.6,Silver,Luxury,Desktop,2
CUST017500,20,Male,South,10000.0,590.92,32860,3.1,14.0,96,3.02,3.7,Gold,Electronics,Mobile,0
CUST017501,37,Male,West,52085.14,2048.2,67340,10.7,78.2,9,5.06,3.1,Silver,Luxury,Mobile,1
CUST017502,21,Female,East,10000.0,248.62,33135,1.4,13.2,3,5.53,3.4,Bronze,Electronics,Desktop,0
CUST017503,21,Male,West,10000.0,443.32,27678,2.3,15.7,1,7.47,4.0,Silver,Electronics,Mobile,0
CUST017504,43,Female,West,10000.0,258.73,21956,1.5,9.9,23,5.16,4.1,Silver,Luxury,Tablet,4
CUST017505,22,Female,South,10000.0,629.8,29295,2.6,13.6,160,5.0,3.5,Bronze,Electronics,Mobile,0
CUST017506,47,Female,West,12075.32,841.51,67147,7.2,59.3,27,3.98,4.5,Platinum,Electronics,Desktop,2
CUST017507,46,Female,North,10000.0,251.83,22080,1.0,4.6,80,3.32,3.8,Bronze,Fashion,Mobile,4
CUST017508,52,Female,East,10278.53,853.45,51384,5.3,40.4,15,4.55,3.8,Platinum,Home & Garden,Tablet,2
CUST017509,53,Female,East,10000.0,399.27,17949,1.0,10.3,23,2.1,4.9,Bronze,Electronics,Mobile,4
CUST017510,24,Male,North,10000.0,601.55,34344,3.0,8.0,4,4.85,3.9,Bronze,Home & Garden,Mobile,0
CUST017511,22,Female,South,10000.0,383.66,23632,1.0,13.4,41,6.59,3.3,Bronze,Electronics,Tablet,0
CUST017512,32,Male,West,48044.6,2443.47,78584,14.0,51.2,11,5.47,3.6,Silver,Luxury,Tablet,1
CUST017513,37,Male,South,38581.83,2406.23,90547,9.3,57.9,40,5.62,5.0,Platinum,Sports,Mobile,1
CUST017514,26,Male,East,88829.61,3565.73,128088,22.3,86.7,24,4.22,3.8,Platinum,Sports,Desktop,3
CUST017515,58,Male,South,10000.0,1078.49,44886,3.3,50.5,41,3.72,3.8,Gold,Home & Garden,Desktop,2
CUST017516,27,Female,West,86071.26,5264.05,109880,20.4,90.4,16,4.47,4.1,Gold,Luxury,Mobile,3
CUST017517,18,Male,West,10000.0,271.46,25972,1.3,13.7,13,3.64,3.1,Bronze,Home & Garden,Mobile,0
CUST017518,50,Female,South,10000.0,880.05,52863,3.3,38.7,73,4.53,4.8,Gold,Sports,Desktop,2
CUST017519,59,Male,West,11853.39,765.2,35537,3.7,48.0,27,3.94,3.3,Gold,Sports,Mobile,2
CUST017520,47,Male,North,10000.0,326.49,22669,1.0,11.3,25,3.08,3.8,Gold,Home & Garden,Tablet,4
CUST017521,39,Female,East,10000.0,265.44,15443,1.0,3.4,21,3.6,3.7,Bronze,Electronics,Mobile,4
CUST017522,53,Male,West,10000.0,979.52,61085,6.9,37.0,11,5.12,3.7,Bronze,Home & Garden,Mobile,2
CUST017523,44,Female,East,10000.0,248.82,19616,1.3,8.7,80,3.76,4.4,Bronze,Electronics,Mobile,4
CUST017524,24,Male,North,10000.0,514.53,38607,1.0,10.2,17,4.19,3.2,Silver,Fashion,Desktop,0
CUST017525,25,Male,East,10000.0,428.22,28521,4.1,10.7,6,2.2,3.7,Bronze,Electronics,Desktop,0
CUST017526,39,Female,West,10000.0,268.22,22573,1.8,1.0,20,1.65,4.6,Bronze,Electronics,Mobile,4
CUST017527,24,Male,East,78491.22,4190.38,124829,21.3,79.1,137,6.53,3.8,Platinum,Home & Garden,Mobile,3
CUST017528,26,Female,East,88649.94,4710.86,146899,16.1,80.6,50,3.13,4.1,Gold,Sports,Mobile,3
CUST017529,21,Female,South,10000.0,611.45,30670,3.4,8.9,11,5.44,3.6,Bronze,Electronics,Mobile,0
CUST017530,40,Female,West,10000.0,728.59,56411,6.7,41.9,74,2.62,3.6,Silver,Electronics,Desktop,2
CUST017531,31,Male,North,94460.45,4046.1,142094,20.1,94.1,86,1.71,3.6,Platinum,Sports,Mobile,3
CUST017532,30,Male,South,40273.77,2364.2,78978,14.7,59.7,31,4.38,3.8,Bronze,Home & Garden,Desktop,1
CUST017533,33,Female,East,10000.0,422.79,23881,1.0,4.2,63,3.64,4.5,Bronze,Sports,Mobile,4
CUST017534,38,Male,South,10000.0,397.04,21950,1.0,8.9,97,3.18,4.8,Bronze,Electronics,Tablet,4
CUST017535,50,Female,North,10000.0,755.02,59911,3.4,32.4,26,4.4,3.8,Gold,Home & Garden,Desktop,2
CUST017536,22,Female,West,68537.38,4561.74,114113,24.2,78.4,25,3.3,3.7,Gold,Home & Garden,Mobile,3
CUST017537,46,Male,South,10000.0,448.98,22458,1.0,4.5,43,3.33,4.3,Bronze,Electronics,Desktop,4
CUST017538,21,Female,North,10000.0,548.79,24235,1.0,20.5,11,2.52,3.4,Silver,Fashion,Mobile,0
CUST017539,63,Female,East,10000.0,865.6,64315,7.1,37.0,15,3.36,3.4,Bronze,Luxury,Desktop,2
CUST017540,32,Female,West,100513.15,5021.19,117580,26.8,76.2,46,2.65,4.9,Platinum,Sports,Desktop,3
CUST017541,67,Male,East,10000.0,665.85,33390,7.4,34.8,51,4.7,4.8,Silver,Luxury,Mobile,2
CUST017542,26,Female,East,82048.17,6284.67,99415,23.0,74.9,18,3.03,4.6,Silver,Luxury,Mobile,3
CUST017543,33,Female,West,108238.87,5205.43,136858,10.2,72.4,27,3.87,3.0,Silver,Sports,Mobile,3
CUST017544,45,Male,North,10000.0,336.64,26002,1.0,9.1,61,2.08,4.3,Silver,Electronics,Mobile,4
CUST017545,44,Female,South,10000.0,342.61,28734,1.6,8.6,34,2.28,3.7,Bronze,Fashion,Desktop,4
CUST017546,38,Male,East,42652.26,2127.05,82904,9.9,71.3,9,5.4,4.1,Gold,Sports,Desktop,1
CUST017547,39,Female,North,40727.89,1965.97,79866,11.4,74.3,9,4.31,4.3,Bronze,Luxury,Mobile,1
CUST017548,33,Male,North,35083.77,2581.15,75523,15.3,49.5,16,4.46,4.5,Bronze,Sports,Tablet,1
CUST017549,41,Male,South,41065.22,2560.48,96580,14.7,70.3,27,5.44,3.8,Gold,Fashion,Desktop,1
CUST017550,31,Female,East,56917.75,2931.91,100418,15.4,38.9,28,4.33,4.2,Silver,Home & Garden,Desktop,1
CUST017551,37,Female,South,37206.52,2768.74,65611,12.1,65.7,17,5.38,3.4,Gold,Electronics,Mobile,1
CUST017552,35,Female,East,41478.47,3040.07,76222,17.4,61.8,8,4.87,3.6,Gold,Home & Garden,Desktop,1
CUST017553,69,Male,West,10000.0,826.19,61412,5.9,56.6,61,5.05,4.3,Bronze,Fashion,Tablet,2
CUST017554,24,Female,North,128732.67,5050.41,114028,13.8,68.6,21,3.47,3.8,Platinum,Fashion,Tablet,3
CUST017555,48,Female,South,10000.0,428.56,26619,1.0,11.0,36,3.18,4.6,Bronze,Electronics,Mobile,4
CUST017556,22,Male,East,10000.0,415.17,27747,1.6,19.5,58,5.6,3.3,Silver,Electronics,Desktop,0
CUST017557,36,Female,North,44574.7,2271.68,71158,9.8,73.4,45,6.03,3.3,Silver,Sports,Desktop,1
CUST017558,56,Male,East,10000.0,350.47,21971,1.5,3.8,44,3.7,5.0,Bronze,Sports,Tablet,4
CUST017559,18,Male,South,10000.0,553.47,27145,1.0,20.7,2,5.36,3.5,Gold,Fashion,Desktop,0
CUST017560,45,Male,West,10000.0,306.13,28696,1.0,5.6,73,4.44,3.9,Silver,Electronics,Mobile,4
CUST017561,22,Male,East,10000.0,452.27,33182,1.1,14.8,38,4.97,2.6,Bronze,Fashion,Mobile,0
CUST017562,24,Male,South,10000.0,610.22,23865,1.6,17.6,12,4.79,3.5,Bronze,Home & Garden,Desktop,0
CUST017563,34,Male,North,10000.0,253.2,19409,1.3,9.3,32,1.79,4.0,Bronze,Electronics,Tablet,4
CUST017564,22,Female,West,10000.0,663.19,30741,3.1,13.6,23,2.59,3.2,Bronze,Fashion,Mobile,0
CUST017565,43,Male,East,50963.17,2735.77,67753,12.3,71.1,51,4.75,4.4,Gold,Fashion,Desktop,1
CUST017566,26,Female,South,53397.19,2666.88,102828,20.6,68.0,29,5.17,3.6,Gold,Luxury,Tablet,1
CUST017567,49,Female,North,10000.0,411.71,24357,1.0,7.2,32,2.36,4.6,Bronze,Electronics,Mobile,4
CUST017568,53,Female,South,10000.0,1081.0,52230,4.9,47.4,18,4.43,3.5,Silver,Home & Garden,Desktop,2
CUST017569,24,Female,South,10000.0,336.7,28186,1.0,18.3,30,4.6,3.5,Bronze,Luxury,Mobile,0
CUST017570,35,Female,North,10000.0,225.49,21446,1.0,7.7,25,2.64,3.9,Silver,Electronics,Mobile,4
CUST017571,44,Male,North,10000.0,266.85,28534,1.0,8.4,55,3.79,4.8,Bronze,Fashion,Desktop,4
CUST017572,18,Female,North,10000.0,768.77,35319,1.0,15.7,13,5.11,3.6,Bronze,Luxury,Mobile,0
CUST017573,46,Female,East,10000.0,473.27,49701,2.1,33.8,50,5.09,3.8,Silver,Fashion,Tablet,2
CUST017574,62,Male,West,10000.0,981.54,25170,6.2,32.1,31,4.04,5.0,Silver,Sports,Desktop,2
CUST017575,40,Female,East,51705.47,2348.02,84749,13.1,46.8,18,4.27,3.0,Platinum,Sports,Mobile,1
CUST017576,52,Female,South,10677.38,1045.86,40783,4.8,53.6,29,3.69,3.5,Gold,Fashion,Desktop,2
CUST017577,49,Female,North,10000.0,265.56,25361,1.0,10.2,65,3.1,4.6,Bronze,Home & Garden,Mobile,4
CUST017578,56,Female,West,10000.0,300.09,19224,1.2,5.6,96,3.3,4.8,Gold,Home & Garden,Desktop,4
CUST017579,62,Male,North,10000.0,589.38,66498,9.2,58.0,28,4.39,3.9,Bronze,Sports,Tablet,2
CUST017580,52,Female,East,10000.0,874.33,56812,3.9,35.0,16,3.03,4.4,Gold,Sports,Tablet,2
CUST017581,34,Female,South,50266.17,2443.95,58012,13.4,48.5,25,2.32,4.3,Platinum,Home & Garden,Desktop,1
CUST017582,44,Male,South,10000.0,368.47,24010,1.8,5.0,44,2.12,3.4,Bronze,Luxury,Desktop,4
CUST017583,37,Female,North,53074.15,2461.9,95317,15.8,57.3,47,4.64,4.3,Gold,Fashion,Desktop,1
CUST017584,41,Female,East,10000.0,453.54,23208,1.2,6.5,20,2.98,4.3,Bronze,Electronics,Mobile,4
CUST017585,30,Female,West,79876.11,3407.69,132352,29.7,86.6,16,4.74,3.9,Gold,Sports,Desktop,3
CUST017586,18,Female,North,10000.0,646.48,31918,2.0,11.9,30,5.1,3.4,Silver,Home & Garden,Mobile,0
CUST017587,22,Male,North,10000.0,774.35,26243,3.1,10.9,1,5.04,3.2,Bronze,Electronics,Desktop,0
CUST017588,57,Male,North,10000.0,857.12,54335,4.9,51.0,49,3.57,4.2,Silver,Sports,Mobile,2
CUST017589,36,Female,West,55514.1,3090.81,85862,14.0,54.6,25,5.06,2.8,Silver,Electronics,Tablet,1
CUST017590,40,Female,North,10000.0,283.54,21464,1.0,6.6,86,2.87,4.0,Bronze,Luxury,Desktop,4
CUST017591,26,Female,North,94069.99,4700.93,125415,24.7,84.9,20,3.09,3.9,Platinum,Home & Garden,Mobile,3
CUST017592,26,Male,North,43500.77,2536.67,110336,9.5,74.0,21,3.85,4.2,Gold,Fashion,Tablet,1
CUST017593,48,Male,South,10000.0,1058.39,52850,3.6,52.1,110,4.14,3.7,Bronze,Sports,Tablet,2
CUST017594,58,Female,West,10000.0,926.33,64738,6.4,27.8,54,2.12,3.1,Silver,Home & Garden,Desktop,2
CUST017595,20,Male,South,10000.0,465.78,30809,2.4,18.0,26,6.49,3.8,Gold,Electronics,Tablet,0
CUST017596,54,Male,North,10000.0,1111.28,70846,7.2,37.0,38,6.29,3.5,Silver,Home & Garden,Mobile,2
CUST017597,64,Male,South,10000.0,931.78,45538,4.7,38.6,61,5.12,3.6,Gold,Luxury,Desktop,2
CUST017598,39,Female,North,60363.69,2916.85,92828,12.4,67.0,14,4.44,3.0,Silver,Luxury,Tablet,1
CUST017599,57,Female,South,10000.0,929.08,65857,9.8,34.3,10,3.54,5.0,Silver,Home & Garden,Mobile,2
CUST017600,47,Male,North,10000.0,371.98,22938,1.1,7.1,39,3.11,3.5,Bronze,Electronics,Desktop,4
CUST017601,48,Female,North,10000.0,147.33,28343,1.0,9.6,59,3.17,3.9,Bronze,Electronics,Desktop,4
CUST017602,18,Male,North,10000.0,510.33,34227,1.6,15.1,14,5.02,4.0,Bronze,Fashion,Mobile,0
CUST017603,35,Male,South,54204.76,2340.25,61923,16.0,76.6,116,3.57,3.6,Gold,Fashion,Desktop,1
CUST017604,52,Male,North,10000.0,245.2,20171,1.1,5.2,32,2.07,3.4,Bronze,Electronics,Desktop,4
CUST017605,52,Male,South,10000.0,769.78,50428,3.1,37.5,29,5.03,4.1,Silver,Fashion,Mobile,2
CUST017606,38,Male,South,38786.31,1269.59,97285,11.2,66.0,69,5.61,4.0,Silver,Home & Garden,Desktop,1
CUST017607,50,Female,North,10000.0,380.02,16432,1.4,9.6,34,2.42,4.5,Bronze,Sports,Mobile,4
CUST017608,43,Male,North,10000.0,229.86,27661,1.2,8.6,54,2.56,3.4,Silver,Fashion,Desktop,4
CUST017609,39,Female,North,47833.63,2567.94,81815,11.3,59.7,94,3.85,3.4,Gold,Luxury,Desktop,1
CUST017610,28,Female,North,45530.28,3070.98,84334,6.7,62.4,43,3.62,3.4,Silver,Luxury,Mobile,1
CUST017611,56,Male,South,10000.0,648.36,56949,2.0,42.1,58,2.25,4.7,Silver,Sports,Desktop,2
CUST017612,27,Female,East,75367.27,5607.53,126033,11.7,98.3,72,2.09,3.5,Platinum,Fashion,Desktop,3
CUST017613,47,Female,North,10000.0,1039.14,52439,4.8,44.6,111,4.18,3.8,Bronze,Electronics,Tablet,2
CUST017614,30,Male,South,50180.29,2591.03,103822,18.0,70.5,19,5.16,3.1,Platinum,Home & Garden,Tablet,1
CUST017615,42,Female,North,10000.0,284.82,29470,1.1,7.0,96,1.88,4.2,Gold,Electronics,Desktop,4
CUST017616,32,Male,East,28714.37,2121.62,87220,10.5,53.6,7,5.72,3.4,Bronze,Luxury,Desktop,1
CUST017617,29,Female,East,47315.07,2895.54,103113,14.5,50.1,9,3.11,4.2,Gold,Fashion,Desktop,1
CUST017618,66,Male,East,10000.0,849.69,49851,5.4,45.8,49,5.32,3.2,Gold,Sports,Mobile,2
CUST017619,39,Male,North,10000.0,248.68,17021,2.1,2.3,66,0.76,3.6,Silver,Home & Garden,Desktop,4
CUST017620,57,Female,North,10000.0,715.93,58782,2.0,29.1,12,5.33,3.6,Bronze,Fashion,Mobile,2
CUST017621,24,Male,South,10000.0,616.24,38205,1.1,14.3,14,5.63,3.2,Silver,Electronics,Mobile,0
CUST017622,24,Male,North,10000.0,556.65,33806,2.5,25.4,14,5.16,3.7,Bronze,Fashion,Mobile,0
CUST017623,61,Female,West,10299.41,771.63,66506,1.0,42.9,83,4.32,3.3,Gold,Fashion,Tablet,2
CUST017624,23,Female,North,10000.0,330.34,19951,2.1,8.5,5,5.19,3.0,Bronze,Luxury,Desktop,0
CUST017625,21,Female,South,10000.0,457.24,32944,2.2,19.5,13,6.69,3.6,Silver,Home & Garden,Mobile,0
CUST017626,18,Female,South,10000.0,878.51,32308,1.5,17.0,70,5.39,3.0,Bronze,Electronics,Desktop,0
CUST017627,29,Male,North,42463.03,1556.2,95615,7.6,55.1,11,4.9,4.2,Platinum,Sports,Tablet,1
CUST017628,18,Male,South,10000.0,638.89,27021,1.4,22.6,46,5.72,4.6,Bronze,Electronics,Mobile,0
CUST017629,23,Male,North,10000.0,636.8,33232,1.0,8.6,27,6.17,4.2,Gold,Electronics,Mobile,0
CUST017630,28,Female,West,86392.04,4943.09,122452,12.7,90.0,29,4.26,4.2,Platinum,Home & Garden,Tablet,3
CUST017631,20,Male,North,10000.0,733.69,37759,2.6,14.4,12,4.46,3.7,Silver,Sports,Desktop,0
CUST017632,48,Male,West,10000.0,215.44,19607,1.0,3.6,45,2.23,3.8,Bronze,Electronics,Desktop,4
CUST017633,36,Male,North,42636.24,3038.64,81371,13.6,65.5,40,4.94,3.5,Silver,Sports,Desktop,1
CUST017634,22,Male,North,10000.0,534.44,34945,3.2,16.2,54,3.2,4.1,Bronze,Fashion,Mobile,0
CUST017635,27,Female,East,90177.42,5572.89,122171,12.4,79.2,22,3.47,3.4,Platinum,Fashion,Mobile,3
CUST017636,46,Female,South,10000.0,374.25,16733,1.0,3.9,58,3.03,4.3,Bronze,Electronics,Tablet,4
CUST017637,22,Female,South,10000.0,481.58,30705,3.5,12.5,108,5.97,2.4,Bronze,Electronics,Desktop,0
CUST017638,28,Female,South,85367.08,5859.96,85656,25.1,73.8,49,4.36,3.8,Platinum,Sports,Desktop,3
CUST017639,22,Female,South,10000.0,537.98,41950,1.8,21.0,15,3.8,2.9,Bronze,Electronics,Mobile,0
CUST017640,50,Male,North,10000.0,265.42,29735,1.0,8.5,51,1.82,3.5,Bronze,Electronics,Desktop,4
CUST017641,30,Male,East,40326.56,2430.95,61606,12.9,66.7,42,3.89,4.1,Gold,Electronics,Mobile,1
CUST017642,28,Male,South,10000.0,401.14,26462,1.5,14.9,2,5.07,3.0,Silver,Fashion,Tablet,0
CUST017643,43,Male,North,49372.19,2110.05,78823,9.4,35.1,32,6.04,3.4,Platinum,Home & Garden,Tablet,1
CUST017644,50,Male,West,10000.0,258.99,23186,1.4,7.7,28,2.5,4.7,Bronze,Fashion,Tablet,4
CUST017645,26,Female,North,97311.98,4251.5,94608,15.8,117.2,20,4.12,3.6,Platinum,Sports,Mobile,3
CUST017646,36,Male,West,10000.0,203.44,19387,1.1,8.0,22,2.82,4.0,Bronze,Electronics,Desktop,4
CUST017647,36,Female,West,49323.38,1942.85,79478,14.5,63.1,90,5.55,3.7,Gold,Fashion,Tablet,1
CUST017648,49,Female,North,10000.0,362.59,24865,1.7,13.6,26,3.27,4.4,Bronze,Electronics,Tablet,4
CUST017649,50,Female,North,10000.0,412.5,23438,1.1,4.5,84,1.8,3.9,Bronze,Home & Garden,Desktop,4
CUST017650,32,Male,South,47372.16,2537.76,73358,9.9,68.1,18,3.57,3.5,Platinum,Luxury,Tablet,1
CUST017651,21,Male,South,53484.74,2229.0,87118,9.0,55.2,23,3.94,3.9,Gold,Home & Garden,Desktop,1
CUST017652,49,Female,South,10000.0,1219.62,50985,6.0,41.3,16,5.0,3.1,Bronze,Luxury,Desktop,2
CUST017653,27,Male,East,97679.49,6242.76,121407,30.0,78.6,21,6.09,3.7,Platinum,Home & Garden,Mobile,3
CUST017654,26,Male,West,10000.0,460.73,19834,1.0,11.0,31,3.75,3.9,Silver,Electronics,Mobile,0
CUST017655,37,Female,North,44633.77,2392.87,79192,15.9,52.2,19,4.19,3.0,Silver,Home & Garden,Mobile,1
CUST017656,18,Male,South,10000.0,524.81,32389,2.6,8.3,1,3.01,3.2,Bronze,Home & Garden,Mobile,0
CUST017657,33,Male,East,40467.03,2098.34,76088,15.4,58.4,45,3.74,4.7,Gold,Electronics,Desktop,1
CUST017658,27,Male,West,81588.37,6550.07,66531,22.2,91.1,40,5.72,4.0,Platinum,Home & Garden,Mobile,3
CUST017659,31,Male,South,45573.43,1874.75,70656,14.4,57.6,26,5.09,3.5,Bronze,Home & Garden,Mobile,1
CUST017660,30,Male,East,81347.36,3352.24,128325,17.3,77.1,43,3.17,3.9,Gold,Luxury,Mobile,3
CUST017661,20,Male,North,83571.04,4113.52,126970,19.0,89.5,31,3.05,4.0,Gold,Sports,Desktop,3
CUST017662,23,Male,East,94524.27,4574.93,132047,18.9,79.9,122,2.29,3.8,Gold,Sports,Tablet,3
CUST017663,46,Male,South,10000.0,202.1,21429,1.7,9.0,24,4.26,3.3,Bronze,Fashion,Mobile,4
CUST017664,24,Male,North,93183.89,3750.89,134226,16.4,88.2,17,2.95,4.6,Gold,Home & Garden,Mobile,3
CUST017665,48,Female,North,10000.0,50.0,17849,1.1,10.4,56,3.9,4.6,Gold,Sports,Desktop,4
CUST017666,32,Female,East,79729.19,3889.58,121871,13.5,73.0,20,4.73,4.4,Platinum,Luxury,Desktop,3
CUST017667,41,Male,West,10000.0,530.2,20858,1.3,9.8,31,4.35,4.2,Silver,Luxury,Desktop,4
CUST017668,35,Male,East,10000.0,312.49,20317,1.2,11.8,101,3.62,3.9,Silver,Electronics,Mobile,4
CUST017669,26,Male,North,10000.0,369.99,30218,1.9,19.6,11,5.05,3.9,Gold,Home & Garden,Mobile,0
CUST017670,53,Male,South,10126.11,557.86,64275,3.6,33.7,17,4.89,3.7,Silver,Sports,Desktop,2
CUST017671,50,Female,South,10000.0,711.99,46734,4.5,41.9,73,3.74,5.0,Silver,Home & Garden,Mobile,2
CUST017672,39,Female,North,58808.43,2826.39,69688,12.9,48.2,19,3.26,3.2,Gold,Fashion,Mobile,1
CUST017673,23,Female,North,110163.16,4438.18,111707,21.6,91.8,46,1.54,4.6,Platinum,Luxury,Mobile,3
CUST017674,29,Female,North,83816.5,5039.64,134797,19.7,79.5,31,3.54,4.0,Platinum,Fashion,Desktop,3
CUST017675,20,Male,West,10000.0,553.83,33644,1.0,1.3,10,4.59,3.0,Bronze,Home & Garden,Desktop,0
CUST017676,32,Female,West,89610.93,4774.99,139353,23.8,73.5,140,3.95,4.4,Platinum,Fashion,Tablet,3
CUST017677,25,Male,North,10000.0,794.17,28441,2.3,21.2,107,6.56,4.1,Silver,Luxury,Mobile,0
CUST017678,26,Female,South,10000.0,470.37,14243,1.7,10.3,58,4.53,3.1,Bronze,Home & Garden,Mobile,0
CUST017679,21,Male,North,10000.0,477.55,25994,1.8,14.7,1,4.03,3.7,Bronze,Luxury,Desktop,0
CUST017680,40,Male,East,48079.76,3449.49,86364,8.1,54.8,5,4.56,4.4,Silver,Fashion,Tablet,1
CUST017681,48,Male,East,10000.0,889.45,52084,8.6,43.7,37,1.89,4.4,Gold,Electronics,Desktop,2
CUST017682,51,Female,North,10000.0,454.47,22005,1.0,8.3,29,3.35,4.3,Bronze,Electronics,Tablet,4
CUST017683,26,Female,South,10000.0,739.65,33187,1.7,11.0,7,6.6,2.5,Bronze,Electronics,Mobile,0
CUST017684,23,Male,South,10000.0,724.09,35870,2.0,4.1,18,5.08,3.1,Bronze,Fashion,Mobile,0
CUST017685,38,Male,East,41827.44,2002.35,63753,11.8,50.5,70,6.5,4.8,Gold,Luxury,Mobile,1
CUST017686,39,Female,North,58152.07,2586.55,90637,9.8,54.5,57,4.91,3.2,Silver,Fashion,Desktop,1
CUST017687,32,Female,North,37314.74,2665.08,82967,13.1,55.9,119,3.68,4.1,Gold,Electronics,Tablet,1
CUST017688,29,Female,East,116095.24,4238.14,128849,22.1,91.6,16,4.42,4.4,Silver,Luxury,Desktop,3
CUST017689,41,Female,South,10000.0,345.69,17065,1.0,12.0,22,3.65,4.7,Silver,Sports,Desktop,4
CUST017690,60,Male,West,10000.0,555.34,37253,7.3,49.7,24,5.48,3.9,Silver,Electronics,Desktop,2
CUST017691,53,Male,East,10000.0,333.81,13739,1.6,10.2,35,4.6,4.8,Silver,Sports,Desktop,4
CUST017692,44,Female,North,10000.0,415.92,16984,1.1,5.1,24,3.0,4.5,Bronze,Electronics,Desktop,4
CUST017693,46,Female,North,10000.0,741.16,70934,4.4,43.9,19,4.32,3.2,Bronze,Fashion,Mobile,2
CUST017694,45,Female,West,35469.37,2987.39,83596,7.5,79.5,21,4.26,4.2,Platinum,Fashion,Mobile,1
CUST017695,58,Female,South,10000.0,1141.92,62016,8.0,38.6,29,2.84,3.4,Bronze,Home & Garden,Mobile,2
CUST017696,18,Female,South,10000.0,455.99,38017,3.2,21.6,103,4.38,3.5,Silver,Luxury,Mobile,0
CUST017697,62,Male,South,10000.0,1156.47,76179,5.9,31.6,23,2.11,3.8,Silver,Home & Garden,Mobile,2
CUST017698,27,Female,West,113893.62,4866.21,104863,21.0,74.8,31,4.5,3.3,Platinum,Luxury,Mobile,3
CUST017699,69,Female,North,10000.0,1034.64,46518,8.5,47.7,39,4.42,3.3,Gold,Electronics,Desktop,2
CUST017700,36,Male,North,60895.81,2387.78,100962,11.4,58.9,10,4.68,3.0,Gold,Home & Garden,Tablet,1
CUST017701,38,Female,South,10000.0,404.29,18832,1.0,6.8,60,2.31,4.1,Gold,Sports,Desktop,4
CUST017702,31,Female,West,37054.43,1564.08,82960,15.4,62.0,10,4.81,4.7,Gold,Electronics,Desktop,1
CUST017703,37,Female,West,47582.3,2220.58,85803,15.6,62.1,20,3.38,3.4,Bronze,Fashion,Desktop,1
CUST017704,43,Female,West,10000.0,275.99,21200,1.0,8.8,26,3.18,4.0,Bronze,Fashion,Desktop,4
CUST017705,22,Female,East,80392.19,3650.76,114832,16.4,85.1,42,1.82,3.7,Gold,Sports,Mobile,3
CUST017706,43,Female,East,10000.0,845.25,48112,6.9,40.4,15,5.09,4.2,Silver,Electronics,Tablet,2
CUST017707,36,Male,North,119718.11,4150.5,109537,16.1,68.0,27,1.61,4.2,Platinum,Luxury,Mobile,3
CUST017708,44,Male,West,10000.0,284.59,26193,1.8,7.2,113,3.75,4.8,Bronze,Electronics,Desktop,4
CUST017709,22,Female,South,10000.0,523.06,25545,3.1,15.2,88,4.79,3.6,Bronze,Luxury,Mobile,0
CUST017710,46,Female,North,10000.0,843.59,49484,3.0,31.6,16,5.81,4.5,Platinum,Home & Garden,Mobile,2
CUST017711,54,Male,South,10626.36,646.04,71748,7.0,40.4,58,3.81,3.3,Gold,Home & Garden,Desktop,2
CUST017712,34,Male,North,10000.0,319.24,18431,1.1,5.0,66,2.73,4.5,Bronze,Fashion,Mobile,4
